tweet,class,pred,is_Similar
' من اغرب مقتطفات 2014 انى محستش بالسقعة ابدا ومش تقلت فى الهدوم  نهائى ولا جالى برد !! ',neu,neg,False
' مهما تباعدنا ترى (الود) موجود ماينزعه من خافقي اي طاري في عيني اليمنى لك الشوق ممدود وفي عيني اليسرى وجود اجتباري ',pos,neg,False
' هحاول اتعامل مع اي زفت بيحصل ف حياتي ب اقل الخساير #النفسيه ',neg,neg,True
' ده قالي في يوم يا حبيبتى خدي القمر  ورحت معاه ومااداني إلا السهر ',neg,pos,False
' الاهلى هيكسب فرق سكور كبير نيك ',pos,neg,False
' و تشجيني معانيها و ارددها و اغنيها و أنا سهـــــــــران و يجي النوم يناديني الاقي الشوق يصحيني على الحرمــــــــــــــان ',pos,neg,False
' و يوم ما حبها .. حبها من ضحكتها ♥ ',pos,neg,False
' مصطفى حسني قدوتي بعد رسولي. ',pos,pos,True
' _مهما بلغت بك اﻵحزان ·· وتعددت في قلبك الهموم تذكر فقط آن الحياه لحظه  لا تقاس سعادتها إلا ·· بذكر الله واﻹقتراب منه · ',neu,pos,False
' الستاذ امير طعيمه اتصور سلفى مع شاهين ومينا بجوار كاس لقب ستار اكادمى ♥  #MohammadChahine ',neu,neu,True
"' """"""اليوم عيد ميلاد المبدع العظيم صلاح جاهين ،،الله يرحمه،، http://t.co/GXVxNrM7KW"""""""" '",pos,pos,True
' احمدمحمد ',neu,neg,False
' @Roro_224 والله انا كتبها عشان كدة . برافو عليكي :D ',pos,pos,True
' @nora_samy10 @Shimaaelhamamsy @mina_team  ممكا اقابلكم ف مترو الجيزه او الشهدا ',neu,neg,False
"' """"""#هكلملك_القاضي وكم من قضاه كلمهم ممدوح شاهين ، وكم من قاتل أفلت من عقاب الأرض #تسريب_الشرق_لمكتب_السيسي"""""""" '",neg,neg,True
' #الوطن  47 طن منتجات غذائية «منتهية الصلاحية» بمصنع فى 6 أكتوبر http://t.co/ul7lRfcraw ',neu,neu,True
' إجتماع طارئ لمجلس إدارة نادي الزمالك . http://t.co/mFaIHaqEQ0 ',neu,pos,False
' انا كنت نعمة وانتي مفهمتيش ',neg,pos,False
' بدونك لا طعم لوجودي…! ',neg,pos,False
' احنا جيل المبضونين يا جماعه والله ',neg,neg,True
' وﻻ تنسوا الفضل بينكم #قرءان ',pos,pos,True
' @magdyheiba ايه يا اسطي حنجرتك بالدنيا حصل ايه بس ',neu,neg,False
' طب اطلع غلي ف ايه !!!! ',neg,neg,True
' هو صعب فعلاً واحنا بنستحمي وخايفين ندخل تحت الميه بس الاصعب واحنا طالعين وبننشف جسمنا والاصعب واحنا خارجين من باب الحمام -.- ',neu,neg,False
"' """"""منت لحظه جت تداريني وتعدي ، انت عمر صرت اعيشه من جديد"""""""" '",pos,neg,False
' @ThMido باك ',neu,neu,True
' @9a95ca00a112439  مفيش اعاده النهارده ',neu,neg,False
' الجوع ملحد ',neg,neg,True
"' """"""إذا بلغك عن أخيك شيء تكرهه ، فالتمس له العذر جهدك ،فإن لم تجد له عذرا ، فقل : لعل له عذرا لا أعلمه.... ربنا يسامح .."""""""" '",pos,neg,False
"' ""\"""": فاطمة ناعوت اللي السيسي أمرها بنشر صحيح الدين الإسلامي في مصر بتتحاكم جنائياً بتهمة ازدراء الدين الإسلامي #منقول  فاشية عسكرية ودينية\"""" '",neg,neg,True
' تحبوني آدعو اني اعيش طول العمر مع دادو ♥ http://t.co/K1qskLjgLx ',pos,pos,True
' @VodafoneEgypt عملت كده من أسبوعين والإعلانات رجعت تاني ... واضح إنكم بتتعاملوا معانا كإن مفيش غيركم مع إن خدماتكم بقت رديئة ',neg,neg,True
' @mustafaaborokba اى مكان بعيد عن المخروبة ف هو كويس ',neg,neg,True
' الحب لما يتحاول لحب فطره زى متكون بتحب اهلك و مهما عملوا بتسامح عشان الناس دى من لحمك و دمك مفيش بعده حب يقارن او يتزايد عليه :) ',neu,pos,False
' ضبط باخرة تركية محملة بالأسلحة في طريقها لمصراتة http://t.co/BPzREukGF5 http://t.co/yC9GZocYoW ',neu,neu,True
' يعيش كل واحد فينا حياته و يعاني الامه و كانه وحيد على هذه الارض ... و يرسم نفسه داخل قوقعة اصغر من رأسه و يظن انه اكثر الناس شقاءا... ',neg,neg,True
' خى مالها قفلت من كل حتة كده لييه ! ',neg,neg,True
' الملل بالنسبالى اشبه بالموت ',neg,neg,True
' آمبارح كنت بقول لو آفترقنا طول حياتي دي نهايتها .. وآنهارده بقيت بقول موش عايز حد قدامي يجيب سيرتها .. ',neg,neg,True
' احا .. يعنى صاحى على بليز كول مى وقولنا ماشى انما ملاقيش علبه السجاير .. احا بجد دا انا شارب منها سجارة واحده بس ',neg,pos,False
' @raniahach انتى الى كاتبتى الاول كده يا بت  بلاش تحوير الكلام كده ',neg,neg,True
' @aldnai9 مشفتش احلي من كدة ولا اجمد من كدة ',pos,neg,False
' @Mohamed_Helmy_T انا مضايق قوي ..  بصوت فداء ',neg,pos,False
' كنت زمان بستنى سؤالك عني دلوقتي مبقاش يفرق. ',neg,neg,True
' لو كان للكلام عطراً ؛ لكانت الصلاة على النبي أجمل العطور  ﴿اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ﴾  صلو عليه وسلمو تسليما ❤️ ',pos,pos,True
' ايه الحك ده !! ',neg,pos,False
' @youm7 هذا الفاشل تخرج بنظام التحسين اختراعك ',neg,neg,True
' @BenT_Abo_EzZ هههههههه قلب الام ^_^ حبيبتي ',pos,pos,True
' @MamdouhZaki_ ما يعني كنت شوفت لنفسي يا ديحو وبعدين هشام أكبر منك ب3 سنين يعني قدامه شوية ويموت انت لسه شباب ',neu,neg,False
' من حبه ربه حبب فيه خخلقققه وانت ربنا بيحبكك عشان كده خدت اللقب فى قلوب الناس ♥♥♥♥♥  #MinaAtta  مينا عطا http://t.co/Djti0UsB0b ',pos,pos,True
' متقنعنيش انكوا بتحبوا بعض من على النت منغير متشوفوا بعض.. شغل منتدى زهره الخليخ دا ؟! ',neg,neg,True
"' ""I\""""m at Kuwait Embassy   سفارة الكويت https://t.co/QdOnwGzNPM '",neu,neg,False
' @bohimiangirl @TaurusAbdulaziz ربنا موجود... ',pos,pos,True
' اللهم ابطل اثرعين حاسدة اصابت قلبافاحزنته واصابت زوجين ففرقتهماواصابت ولدا فافسدته واصابت جسدا امرضته واصابت جمالا فشوهته انك علي كل شئ قدير ',pos,pos,True
"' ""تنمية \""""الثقافة المتحفية للأطفال\"""" برعاية قطاع الفنون التشكيلية http://t.co/9KDX0peo9H http://t.co/x9IPxNuC1P '",neu,neg,False
' @el_khalifa91 قصدي سانتا بتاع ال merry Christmas ',neu,neg,False
' قتل المصريين في ليبيا ماهوا الا تصفيه حساب وانتقام من مصر البلد الزي لم يقدر الارهاب بلعبس بهي ',neu,neg,False
' أرموهم في أعماق البحار حتي تشتت الأمواج أشلائهم .. ',neg,neg,True
' الحمد لله على العلامات السريعة القاطعة الشافية! ',pos,pos,True
' انا مدايقه بقى  بكره امتحاني   ؟؟ ',neg,neg,True
' الأهلي سيد الدوري http://t.co/w0ilC757i2 ',pos,neu,False
' دوله المشروع الحضاري الفساد فاق حد التصور والان ال http://t.co/e762UmaFSn ',neg,pos,False
' #تسريبات تخلو من الفبركات مهما حاولوا أن يطمسوا أو يدعوا أو يخدعوا فلن يصدقهم إلا من أصبح يهودى ويستحب الخداع ',neg,neg,True
' أعني على نفسك بكثرة السجود !!  تشعر بالتحدي بينك وبين نفسك . ولنا أمل ',pos,neg,False
' @omarhamdino هل المشكله بتواجهك فى مكان محدد ولا اى مكان ؟ وبالنسبه لخدمة ال3G ايه علامة التغطيه الخاصه بالانترنت اللى بتظهر لك ؟ Zahran ',neu,neg,False
' @photoyoum7 احلى ايام ',pos,pos,True
' 500 عربية لحمة جنب كام جسد اتقتل واتحرق فى #ماسر ؟! طب خلوهم آلاف بعدد(لحوم)البشر اللى جزروهم  وحرقوهم فى #رابعة واخواتها واللى رموهم السجن ',neg,neg,True
' يصبحوا اصدقائنا بالصدفة وما اسوا الاصدقاء حينما يصبحوا غرباء ',neg,neg,True
' أسرع سيارة كهربائية عام 2015 #بوابة_المصدر    عنوان التميز #خمسة_لاعبين_تحبهم_من_خارج_فريقك 2 http://t.co/H9yeh1JuV9 ',neu,neu,True
' @remal3zizi نيك ثم نيك ',neg,neg,True
' إسرائيل ليش حاطة رجليها و يديها بمي باردة من ناحيتنا ؟ كل يوم بتفوت عالتايم لاين الأردني نص ساعة و بتطلع ',neg,neg,True
"' ""نور قلبت عليا مواجع اغاني ديمي لوفاتو :\""""( '",neg,neg,True
' 31 ألف مركبة مصفحة لقتال داعش ',neu,neg,False
' @mahmoud_hannoun درست دين 10 سنين الحمد لله و بعرف كيف أتعامل معه .. ',pos,neg,False
' ال كان بيبعتلك ويسال عليك  بعد فترة لما يشوف رسالتك وميردش عليك معناه ان الشخص ده معرفه وسخه من الاول ',neg,neg,True
' :: @ahmedhlmy @gihanwaly  #خبر_يغطى_على_التسريبات القبض على قاتل سعاد حسنى ',neu,pos,False
"' """"""لا شي جديد، سوى أن : أعمارنا تزيد .. ولازلنا في حق ربنا مُقصِرين .."""""""" '",neg,pos,False
' @_ME__A مرحبا ',neu,neu,True
' يَا رب  أمنحني قلب مبتسمَ يُسعد ﻣن حولي وَ آغمرھہ بَ آلقوّھہ وَ آﻟصبر  حتى لآ ﻳضعف آمآم شيء  [ سوآك ].. صباح الخيرات http://t.co/NwSmaSaI1r ',pos,pos,True
' @asmaaadesaleh اومال ضاكتورة ايه بقى يا حسرة *مسم* ',neg,pos,False
' كان نفسي اول حاجه اشوفها في 2015 هي انت :-) ',pos,pos,True
' @omarr323 لا خالص انا الكنت بضحك .. صباح الفل ',pos,pos,True
' #تويب_تقوله_هابي_نيو_يير  #احلي_تويب_في_2014 @Romantic_Noona احلى من احلى حاجة حصلت فى 214 كل سنة وانتى معايا دايما &lt;3  &lt;3 ',pos,pos,True
' في تفاهه بنت كلب ',neg,neg,True
"' """"""وضوءك لصلاة الليل وصلاة الفجر ، مع شعورك بالبرد  هذه القشعريره كفيلة بنسف جبال الخطايا التي قد تحملها ♥"""""""" '",pos,pos,True
' صبرك عن محارم الله أيسر من صبرك على عذاب الله  صبري على نفسي ولا صبر الناس عليّ  طول البال يهدم الجبال  عش رجبا ترى عجبا ',neu,pos,False
' @Ce_Ashraf كافراد لانهم متعودين علي الاشتباكات مع الامن ودي كانت تجربة مفيدة فادتهم في الثورة ..الانتصارات القومية بقي ٣ ',pos,neg,False
' ليه يا عم جاريدوا حتشمت فينا ولاد ال**** البوابين ',neg,neg,True
' استغفر الله و اتوب إليه ',neu,pos,False
' @RaB3a1188 @youm7 @22lm22 مهو العلم علي وسط الموزة لية بتحكموا صاحب محلات التوحيدوالنور ياولاد الوسخة ',neg,neg,True
' وبروح علي صورتك اخدها في حضني وانام اهي حاجه بتصبرني علي الايام دايما روحك حوليا وفي كل مكان @YoumnaElgendiie وحشتني اوووووووى ',pos,pos,True
' @mohamed18_3 ربنا يخليهوملك وتفرح بيهم ❤ ',pos,pos,True
' #اسمعني اتنا اللي بضيعني  للماضي بترجعني وعايز تحبسني فيه  احلامي انتا اللي قضيت عليها لما اتحكمت فيها طب ليا ايه احنا الجيل الشايب وهو شباب ',neg,pos,False
' @newrash2d غادة للنفاق عنوان اكتر واحدة اتكلمت على زمايلها متركتش حد محشتش فيه وشوفوا مين يتكلم عالمصلحة ههعععع ',neg,pos,False
' اهم حاجة تكون الانسان اللى بتحبه محافظ عليه ',pos,neg,False
' @shereen_hussenوهناك أحلام تحطّمت  وقلوب انجرحت وانكسرت وخيبات أمل وآمال وجرح ادمى ولم يُشفى ',neu,neg,False
' @NadaAhmed10022 @AhmedSamy012 توء توء ',neu,neu,True
' تسريب_مكتب_السيسي. . و يبقى السؤال المهم لماذا لا نرى تسريبات لمرسي المتخابر مع أمريكا وحماس وتركيا وقطر؟ ',neu,neg,False
' ده في اجماع رهيب علي ان نظارتي حلوه ...  *_* ',pos,pos,True
"' """"""و اللي بحكيلي \""""الحياة حلوة\"""" سأقتله ، لأريه ان الموت احلى"""""""" '",neg,pos,False
"' """"""@atarek680 خشمى انت فلاح يااه /0\"""""""""""" '",neg,neg,True
' عائله ناظم بيك http://t.co/4zijiZ4jLv ',neu,pos,False
"' ""وانا ليه اصحي الساعه ٨ الصبح عشان انزل درس -.- ليه هه ؟ D\"""": '",neg,pos,False
"' ""عيش على مبدأ \"""" اللهم نفسي \"""" '",neg,pos,False
' @Nboush هكونا متاتا ايام البرائه ',pos,neg,False
' ده انا كنت ناسي والله ورجعني الحنين .... وتحت شباكك بيرميني الحنين :/ ',neg,pos,False
' خلص اللي درس درس واللي طبل طبل  اهم اشي االصحه ✌ #صباح_الخير ',pos,pos,True
' @niveenfady ربنا يسمع منك ﻻن الواحد يقول ايه فى تطويل المحكمه ',neu,pos,False
' ميلاد مجيد…. سوريانا http://t.co/8bxoJb9uxF ',pos,neu,False
' @ayaeid15 @googooo448 عيزييييييييييييييين فيديوووووووو بليييييييييييييييز ',neu,neg,False
' مجتمعات مقرفه وغبيه.. ابو بكر الرازي كان بيطعن ف منطقيه فكره النبوه نفسها ومتعدمش وكتاباته عايشه الى اليوم ',neg,neg,True
' @Ahlam_Alshamsi اللهم تقبل منا ومنكم صالح الأعمال ',pos,pos,True
' صحى على تيليفونها ... مردش عليها ... كانت دموعه منعاه ... عشان اتأكد انهم بيخسروا بعض بس مفيش حاجة فى ايده يعملها ',neg,neg,True
' @serajsulimancj @HamadiElareibi معنديش حاجا في قلبي لواحد يحري ورا بنات في سان ✋ ',neg,neg,True
' مشعل في طهران قريباً  كتب داود رمال http://t.co/8h7DTMPOUT ',neu,neu,True
' مابين همزة وصل وعلامة تعجب تكمن الحكاية ! ',pos,neg,False
' #MinaAttaKingdom  فانز شيرين لو سمحتوا اطلبوا نجمتكم لوحدها احنا عايزين مينا لوحده من حقنا نشوف مينا وبس  ليه لازقين في مينا علي طول استفزاز ',neg,pos,False
' انا بحب الناس اللي بتدعيلي اوي ♥ ',pos,pos,True
' قرارت حاسمه ع 2015  شخص لا يعتمد عليه @AhMedhassaNJuv  مكنتش عايز تعزمه يا ظالم ',neg,pos,False
"' """"""\"""" من يعش ببساطة، ويتعامل بأناقة يجبر الجميع على احترامه وحبه .. كن بسيطًا تكن أجمل\"""""""""""" '",pos,pos,True
"' """"""ركعتين لله في هذا الوقت ، لعل ربي يستجب دعائكم"""""""" '",pos,pos,True
' انا عايز حد يكون عايز  يفضل و يايا بدون أسباب  دورت فـ كشف اللى أعرفهم  فـ لقيتنى أخدت الكل غياب ! ',neg,pos,False
' فريق #دمنهور يستأنف استعداداته لمواجهة #الزمالك بعد غد الاثنين تحت قيادة مديره الفنى #محمد_عمر #CBCtwo @CBCeXtra http://t.co/TsVaUZ6M9S ',neu,neg,False
' والله كنت ناوي اذاكر بس واضح ان مفيش نصيب. ',neg,neg,True
' ف الفم ضحكه وف القلب حكايات❤️ ',pos,pos,True
' الامبالاه ',neg,neg,True
"' ""\""""كن\"""" شاكًر؛؛؛؛؛ أنً ضايقت لاًبدأنً تفرجً وإنً تعسرتً لابدًأنً تيتسرًوإنً استصعبتً لابًد أنً تتسهًل وهذاًوعدًربيً وبشًر الصابرينً '",pos,neu,False
' شفتك تنقط خرى يامونسة ',neg,neg,True
' ي رب تتحقق أماني كل الامه العربية والإسلامية http://t.co/0sRiZ78vyi ',pos,pos,True
' @wasfa_N الجمال مبيحتاح اي مكياج لناعم وله خشن  جمل الطابيعي فورا ',neu,pos,False
' اتمني من 2015انها تكون من غير موت حد بحبوا ',pos,pos,True
' @AlharthiFawaz يافواز قول  لسعيدالشهير عيب تتريق علي شيخ اﻻزهر فى الطبخ نحن نحترم كل مشايخكم ونشاهدكم ',neg,neg,True
' لا حياتي هي حياتي.. ولا قلبي اصبح قلب ',neu,pos,False
' تقبل السئ لان الاسوء قادم ',neg,neg,True
"' ""الموضوع سهل وبسيط Don\""""t panic كله بالحب بيلين '",neu,neg,False
' ترتيب الأولويات. ',neu,neu,True
' @chirineabdallah حااااضر دا انتي تامري ^_* ',pos,neg,False
' ممكن نتعرف على بنوته ',neu,neg,False
' إنت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقى بريء ساعات و جريء ولا قلبي عليك بيهون ',pos,pos,True
' انا في حالة برود غريبة مع اللي حواليا مبقاش يفرق معايا مين يسأ ومين ميسإلش ولا بروح لحد اشوفه مختفي فين ولا حاجة من الكلام دة. ',neg,neg,True
' #علمتني_الحياه أن لا أحاول استباق الأحداث وأن أتعامل مع كل يوم وفقا لما يحدث فيه لأن بعض الأحداث قد ينتج عنها تغير كافة الاحتمالات للأبد ',neu,neg,False
' http://t.co/sjxhpa1o3Kالرقابه الصحيه توفر نفقات الدواء والعلاج التى تعجز الحكومه عن تدبيرها لكل المصريين / مقالى بالجمهوريه السبت٢٧=١٢ ',neu,neg,False
' يارب نعوذ بك من علم لا ينفع ومن قلب لا يخشع  ومن نفس لا تشبع ',pos,pos,True
' يارب انا عاوز نعمة الصبر..بس بسرعة. #cpd ',neu,pos,False
"' ""ماانا اتعودت احلامي اشوفها بتجري قدامي و ماالحقهلش :\""""(! #يأس '",neg,pos,False
' بنات جدعان فوق العادي . ',pos,neg,False
' أحا أحوه كس أم حسام وأخوه ',neg,neg,True
' تقام اليوم السبت و بعد المغرب وضمن المربع الذهبي لدوري شباب تبوك مباراة بين  شباب الصقوروشباب الوطني على ملعب مدينة الملك خالد ',neu,neu,True
' طيب انا بتكلم عن المغرب يرد عليا خرفان و نعاج ليييييه...هررررررررر ',neg,neg,True
' حجم الاتفاقيات اللي عقدتها القيادة المصرية مع القيادة الصينية مبشر ويفتح الشهية لمصر الجديدة بعيدا عن المزايدات السياسية لبتوع الليبرالية .. ',pos,pos,True
' 2-1من الرجاء 0-0من الاسيوطي 0-0من الإسماعيلي 0-0من وادي دجلة ودلوقتي 1-0من الاتحاد.. الأهلي مش فوق الجميع الأهلي فوق بتاع أندية الدوري ',neg,pos,False
' @sihem70069498 @rayanabdulrahm اصلا انا ومينا ميشرفناش انكك تسمعي عننا ',neg,pos,False
' #ZDRSEDK4 سعيد الشهراني يحتاج دعواتكم حتى بعد البرنامج الرجل عاطل عن العمل ويبتسم رغم حزنه اسأل الله ان لاينتهي البرنامج إلا وقد بشر بوظيفه ',pos,pos,True
' البلد ده اقصها استك وتبقى لباس كبييييير بيضم طياز اكبر .. #دماغات :3 ',neg,neg,True
' يارب إني متوكلة عليك واثقة بوعدك راضية بصنعك محسنة الظن بك ومنتظرة فرجك فأنت حسبي ونعم الوكيل . ',pos,pos,True
' @marsusen ازيك ',neu,neu,True
' @S_Elhussieny بابا بلغيه سلامي وتحياتي دي صوره تمكين للشباب ودلعهم اخر حاجه ..ربنا يخليكم للبعض سمر :)) ',pos,pos,True
' يعني حزين و بيتنرفز و مداااايق ياربي :@@@ !! عاااااااااااااااااااااااااااااااا ',neg,pos,False
' @Basel__Mohamed الكلام دا مستحيل لان كدا انت ممكن ترجع الزمن لورا ',neu,neg,False
' @zina_khadija امين يارب انا وانتى ياقلبى ويارب يسعدك انتى وكل لى بتحبيهم وكل سنة وانتى طيبة بكره مولد الرسول ',pos,pos,True
' مــش قادريــن نصــدق انه هييــجي يوم ونبــكي من #الفــرحة علــى غياب نفــس الحــاجة اللي بكينا عليها ليــالي ',pos,neg,False
' اصعب قرار فى المذاكره انك تفتح الكتاب ...بقالى يومين بحاول افتحه بس ف حاجه تحصل فى النص ',neu,pos,False
' اتعرفنا علي17طالب بس الهينجحو بعد البرنامج 4 بس وواثقه من كلامي كنزه ومينا وليث وابتسام #LaithAbuJoda #KenzaMorsli #Ibtissamtiskat #MinaAtta ',neu,neg,False
' مبسوط ',pos,neu,False
' انا مكانى مش فى مصر ',neu,pos,False
' كل عام وانتم بخير 2015 http://t.co/tiCE9xgqMW ',pos,pos,True
' @Hafez207 والمشاهد الى عندنا دي متقلش خالص عن وجع المشاهد هناك.حالنا اضبح موجع ومؤلم..لنا الله وللغلابة والمظلومين ',neg,neg,True
' ياسمين حمدان - لا مش أنا اللي ابكي ',neu,neg,False
' عبدالظاهر هايل الشوط التاني ',pos,neg,False
' كويس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله ',neg,neg,True
' @fatmeAbdallah عملتيلو ؟ ',neu,neg,False
' @lollita_lyla يارب ويسعدك ^^ ',pos,pos,True
' @samirasaleh157 @Negm_Story عندك حق لكن معلش الغباء والتخلف لما بينكشف مالهوش حل ',neg,neg,True
' @FatmaElKenawy ايه العلاقة المتدهورة دى :D .. ',neg,neg,True
' لو كل واحد يخليه فحالة بس! ',neg,neg,True
' حفل نانسي غدا #مصر فى جاردن سيتي فندق InterContinental Cairo Semiramis ... @NancyAjram https://t.co/LYYmKCj62a http://t.co/BJN46WPQ6d ',neu,neu,True
' تجي نفرح سوا ؟ ',pos,neg,False
' شغل بيض احا نيك يا نادى معرض مليان  ...... ',neg,pos,False
' @ZohooZohor @AaAaasads الحمد لله ',pos,pos,True
' دا الدين في عرف الحر هم و مذلة و مر ',neg,neu,False
' :: @xesamir على رأى عبد المنعم محمود ....ياترى فيه كام واحد زى محمد حبيب لسه فى الأخوان و لم يكتشف ؟؟؟؟ ',neu,pos,False
' بالفيديو.. البابا تواضروس عن «ماسبيرو»: «حادث مثل أي حادث.. والحقوق القانونية لن تضيع»   المصري اليوم http://t.co/KchuZacgp9 via ',neu,neu,True
' @QueenRania الحب والهدوء والبساطه والسعادة والرضا والقناعه امنياتنا في العام الجديد لك وللجميع ',pos,pos,True
' @TheMurexDor نتمني وجود الفنانة رنا سماحة افضل فنانة صاعدة في مجلة الديرجست @ranasamaha9t  #RanaSamahaTeam ',neu,pos,False
' النفس أماره بالسوء ',neu,neg,False
' @VodafoneQatar @Bosaa3d_ ب..إخي.بعد.السلام.ورحمه.الله.وبركاته.لا.يوحد.معي.رقم.تليفون.قطري..ارحو.الاهتمام.بموصوعي.وحراكم.الله.خيرا ',neu,pos,False
"' """"""الواحد جاب اخره ،احيه بجد"""""""" '",neg,neg,True
' #عن حد مهم فى حياتك مش عارفه احنا اصحاب ولا حبايب ولا بنلعب باليه مائي . بس هو حد مهم ♡♡♡  #مقصوووودة_بقي ',pos,neg,False
' @ahmedgalal_9 انت قديم ابو الجﻻجيل دلوقتى انت اللى بتجيب انا عايزة تورتة شيكوﻻتة مليش دعوة وعصير فلوريدا :D ',pos,neg,False
' @dinaeldawy @Nashwa14 انا ليا مين غيرك وهعيش لمين غيرك ',pos,pos,True
"' """"""جمهور عطاء المسابقه تبدأ الساعه ٩:٣٠ ، اتصلو من الساعه ٩:٠٠ قبل الضغط .  هاذي ارقام الاتصال 0545595214 0566756322   #ZDRSEDK4"""""""" '",neu,pos,False
' اليوم خسر الإنتر امام باريس 1-0 و فاز ال #ميلان الكبير علي #ريال_مدريد الصغير بي ال4 ',neu,neu,True
' اول حاجه احطها فى بوقي فى السنه الجديده اكتر حاجتين بحبهم سجاير و جبنه :D ',neu,pos,False
' مادة ما بتنفهم ولا بندرس لليش هيّه !!! ',neg,neg,True
' ربّنا أننا آمنا فاغفر لنا ذنوبنا وقنا عذاب النار ',pos,neg,False
' على اخويا #مشكلة  يابنى ارحمنى ',neg,neg,True
' @ranasamaha9t كل سنه وليبيا بخير ',pos,pos,True
